TaskId	TaskName	TaskType	MapId	PosX	PosY	MapName	NpcId	Num	LevelSeg	color
0	[75]TRIỆU ỨNG TIÊN[MỘC]	75	101	1681	3755	沙漠迷宫			0	green
0	[75]TRIỆU ỨNG TIÊN[MỘC]	75	101	1872	3392	沙漠迷宫			0	green
0	[75]TRIỆU ỨNG TIÊN[MỘC]	75	101	1830	3828	沙漠迷宫			0	green
0	[75]TRIỆU ỨNG TIÊN[MỘC]	75	101	1848	3840	沙漠迷宫			0	green
0	[75]TRIỆU ỨNG TIÊN[MỘC]	75	101	1720	3840	沙漠迷宫			0	green
0	[75]TRIỆU ỨNG TIÊN[MỘC]	75	101	1592	3756	沙漠迷宫			0	green
0	[75]TRIỆU ỨNG TIÊN[MỘC]	75	106	1624	3472	九嶷溪			0	green
	
0	[120]Boss Tần Lăng 1[CHƯA]	120	1536	1400	3621	Tầng 1			0	white
0	[120]Boss Tần Lăng 1[CHƯA]	120	1536	1305	3514	Tầng 1			0	white
0	[120]Boss Tần Lăng 1[CHƯA]	120	1536	1494	3357	Tầng 1			0	white
0	[120]Boss Tần Lăng 1[CHƯA]	120	1536	1591	3449	Tầng 1			0	white
0	[120]Boss Tần Lăng 2[CHƯA]	120	1537	1946	3247	Tầng 2			0	white
0	[120]Boss Tần Lăng 2[CHƯA]	120	1537	1773	3440	Tầng 2			0	white
0	[120]Boss Tần Lăng 2[CHƯA]	120	1537	1921	3589	Tầng 2			0	white
0	[120]Boss Tần Lăng 2[CHƯA]	120	1537	2067	3329	Tầng 2			0	white
0	[120]Boss Tần Lăng 3[MỘC]	120	1538	1660	3286	Tầng 3			0	green
0	[120]Boss Tần Lăng 3[KIM]	120	1538	1585	3360	Tầng 3			0	yellow
0	[120]Boss Tần Lăng 4[CHƯA]	120	1539	1614	3890	Tầng 4			0	white
0	[120]Boss Tần Lăng 4[CHƯA]	120	1539	1649	3625	Tầng 4			0	white
0	[120]Boss Tần Lăng 4[CHƯA]	120	1539	1745	3473	Tầng 4			0	white
0	[120]Boss Tần Lăng 4[CHƯA]	120	1539	1514	3618	Tầng 4			0	white
0	[120]Boss Tần Lăng 4[THỦY]	120	1539	1921	3583	Tầng 4			0	blue
0	[120]Boss Tần Lăng 4[THỔ]	120	1539	1672	3825	Tầng 4			0	gray
0	[120]Boss Tần Lăng 4[MỘC]	120	1539	1609	3899	Tầng 4			0	green
0	[120]Boss Tần Lăng 4[MỘC]	120	1539	1986	3532	Tầng 4			0	green
0	[120]Boss Tần Lăng 5[HỎA]	120	1540	1672	3376	Tầng 5			0	red
0	[120]Tần Thủy Hoàng[CHƯA]	120	1540	1819	3282	Tầng 5			0	white

0	F1	99	241	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	241	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	241	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	241	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	241	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	241	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	241	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	241	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	241	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	241	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	241	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	241	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	241	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	241	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	241	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	241	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	241	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	241	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	241	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	241	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	241	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	241	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	241	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	241	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	241	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	241	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	241	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	241	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	241	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	241	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	241	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	241	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	241	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	241	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	241	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	241	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	241	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	241	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	241	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	241	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	241	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	241	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	241	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	241	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	241	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	241	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	241	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	241	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	241	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	241	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	242	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	242	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	242	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	242	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	242	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	242	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	242	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	242	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	242	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	242	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	242	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	242	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	242	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	242	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	242	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	242	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	242	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	242	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	242	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	242	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	242	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	242	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	242	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	242	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	242	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	242	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	242	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	242	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	242	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	242	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	242	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	242	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	242	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	242	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	242	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	242	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	242	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	242	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	242	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	242	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	242	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	242	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	242	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	242	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	242	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	242	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	242	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	242	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	242	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	242	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	243	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	243	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	243	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	243	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	243	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	243	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	243	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	243	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	243	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	243	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	243	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	243	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	243	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	243	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	243	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	243	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	243	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	243	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	243	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	243	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	243	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	243	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	243	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	243	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	243	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	243	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	243	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	243	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	243	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	243	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	243	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	243	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	243	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	243	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	243	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	243	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	243	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	243	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	243	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	243	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	243	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	243	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	243	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	243	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	243	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	243	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	243	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	243	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	243	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	243	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	244	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	244	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	244	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	244	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	244	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	244	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	244	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	244	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	244	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	244	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	244	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	244	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	244	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	244	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	244	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	244	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	244	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	244	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	244	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	244	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	244	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	244	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	244	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	244	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	244	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	244	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	244	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	244	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	244	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	244	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	244	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	244	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	244	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	244	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	244	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	244	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	244	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	244	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	244	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	244	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	244	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	244	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	244	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	244	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	244	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	244	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	244	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	244	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	244	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	244	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	245	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	245	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	245	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	245	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	245	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	245	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	245	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	245	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	245	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	245	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	245	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	245	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	245	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	245	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	245	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	245	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	245	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	245	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	245	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	245	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	245	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	245	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	245	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	245	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	245	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	245	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	245	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	245	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	245	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	245	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	245	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	245	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	245	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	245	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	245	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	245	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	245	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	245	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	245	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	245	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	245	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	245	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	245	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	245	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	245	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	245	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	245	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	245	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	245	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	245	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	246	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	246	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	246	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	246	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	246	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	246	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	246	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	246	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	246	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	246	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	246	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	246	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	246	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	246	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	246	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	246	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	246	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	246	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	246	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	246	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	246	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	246	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	246	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	246	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	246	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	246	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	246	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	246	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	246	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	246	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	246	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	246	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	246	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	246	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	246	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	246	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	246	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	246	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	246	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	246	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	246	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	246	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	246	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	246	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	246	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	246	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	246	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	246	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	246	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	246	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	247	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	247	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	247	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	247	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	247	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	247	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	247	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	247	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	247	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	247	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	247	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	247	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	247	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	247	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	247	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	247	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	247	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	247	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	247	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	247	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	247	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	247	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	247	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	247	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	247	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	247	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	247	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	247	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	247	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	247	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	247	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	247	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	247	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	247	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	247	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	247	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	247	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	247	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	247	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	247	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	247	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	247	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	247	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	247	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	247	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	247	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	247	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	247	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	247	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	247	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	248	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	248	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	248	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	248	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	248	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	248	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	248	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	248	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	248	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	248	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	248	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	248	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	248	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	248	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	248	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	248	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	248	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	248	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	248	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	248	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	248	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	248	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	248	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	248	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	248	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	248	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	248	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	248	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	248	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	248	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	248	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	248	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	248	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	248	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	248	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	248	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	248	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	248	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	248	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	248	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	248	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	248	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	248	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	248	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	248	1661	3377	Đấu trường môn phái			0	yellow
