FromMapId	FromPosX	FromPosY	Type	Name	ToMapId	ToPosX	ToPosY	ToFightState	BeProtected	FromMap chú thích	ToMap chú thích		
94	63520	103968	trap	to_mengguwangting	130	51232	119072	1	1	Cư Diên Trạch	Mông Cổ Vương Đình		
94	63552	126176	trap	to_keyimenyaoai	2147	51648	115296	1	1	Cư Diên Trạch	Cửa Ải Khắc Di Môn		
94	56832	127520	trap	to_helanshandonglu	2148	48064	91456	1	1	Cư Diên Trạch	Đông Hạ Lan Sơn		
95	56288	103072	trap	to_bianjingfu	23	45792	105856	0		Phục Ngưu Sơn	Biện Kinh Phủ		
95	56480	127008	trap	to_hanshuigudu	88	61152	106336	1	1	Phục Ngưu Sơn	Hán Thủy Cổ Độ		
95	51104	104576	trap	to_longmenshiku	107	62976	122368	1	1	Phục Ngưu Sơn	Long Môn Thạch Quật		
95	51808	116928	trap	to_jiguandong	102	51008	102560	1	1	Phục Ngưu Sơn	Kê Quán Động		
95	60288	115072	trap	to_shugangmijing	117	44288	109120	1	1	Phục Ngưu Sơn	Thục Cương Bí Cảnh		
95	60352	124736	trap	to_huanghelou	109	51328	104672	1	1	Phục Ngưu Sơn	Hoàng Hạc Lâu		
96	49920	117824	trap	to_caishiji	92	65856	103648	1	1	Hổ Khâu Kiếm Trì	Thái Thạch Cơ		
96	59040	101760	trap	to_hanshangucha	89	57216	119264	1	1	Hổ Khâu Kiếm Trì	Hàn Sơn Cổ Sát		
96	57568	127488	trap	to_linanfu	29	57600	120128	0		Hổ Khâu Kiếm Trì	Lâm An Phủ		
97	62432	116064	trap	to_jiangeshudao	104	49184	108960	1	1	Hưởng Thủy Động	Kiếm Các Thục Đạo		
97	54880	121856	trap	to_huanhuaxi	90	57088	104320	1	1	Hưởng Thủy Động	Cán Hoa Khê		
98	57216	103200	trap	to_tianlongsi	112	56032	122272	1	1	Điểm Thương Sơn	Thiên Long Tự		
98	61856	105952	trap	to_erhaimoyan	91	51776	113792	1	1	Điểm Thương Sơn	Nhĩ Hải Ma Nham		
98	61856	121696	trap	to_dalifu	28	43776	101504	0		Điểm Thương Sơn	Đại Lý Phủ		
98	53536	105568	trap	to_duanshihuangling	105	44704	113408	1	1	Điểm Thương Sơn	Hoàng Lăng Đoàn Thị		
99	52064	77472	trap	to_caishiji	92	50304	120960	1	1	Bành Lãi Cổ Trạch	Thái Thạch Cơ		
99	52128	102944	trap	to_jiuyixi	106	52160	103264	1	1	Bành Lãi Cổ Trạch	Cửu Nghi Khê		
99	38400	92768	trap	to_huanghelou	109	61664	121632	1	1	Bành Lãi Cổ Trạch	Hoàng Hạc Lâu		
100	63296	119552	trap	to_longmenshiku	107	51392	104256	1	1	Phong Lăng Độ	Long Môn Thạch Quật		
100	50784	107648	trap	to_shamomigong	101	60448	121952	1	1	Phong Lăng Độ	Mê Cung Sa Mạc		
100	63488	104064	trap	to_taihanggujing	86	51584	115712	1	1	Phong Lăng Độ	Thái Hành Cổ Kính		
100	53088	105984	trap	to_dukou1	100	51968	106720	1	1	Bến đò Phong Lăng Độ 2	Bến đò Phong Lăng Độ 1		
100	52192	106944	trap	to_dukou2	100	53376	106240	1	1	Bến đò Phong Lăng Độ 1	Bến đò Phong Lăng Độ 2		
100	53280	115936	trap	to_dukou3	100	52512	114144	1	1	Bến đò Phong Lăng Độ 4	Bến đò Phong Lăng Độ 3		
100	52768	113856	trap	to_dukou4	100	53536	116192	1	1	Bến đò Phong Lăng Độ 3	Bến đò Phong Lăng Độ 4		
100	50912	116160	trap	to_huashan	116	63104	108736	1	1	Phong Lăng Độ	Hoa Sơn		
101	51264	114048	trap	to_juyanze	94	63104	115392	1	1	Mê Cung Sa Mạc	Cư Diên Trạch		
101	51648	124800	trap	to_fengxiangfu	24	64064	106048	0		Mê Cung Sa Mạc	Phượng Tường Phủ		
101	60960	122336	trap	to_fenglingdu	100	51328	107456	1	1	Mê Cung Sa Mạc	Phong Lăng Độ		
101	61184	111616	trap	to_xixiahuangling	108	53440	102848	1	1	Mê Cung Sa Mạc	Hoàng Lăng Tây Hạ		
101	61248	105056	trap	to_mengguwangting	130	53696	118976	1	1	Mê Cung Sa Mạc	Mông Cổ Vương Đình		
101	56736	125024	trap	to_yanzhou	2149	61568	103680	1	1	Mê Cung Sa Mạc	Diêm Châu		
101	59296	124864	trap	to_wulahaicheng	2150	51200	114848	1	1	Mê Cung Sa Mạc	Ngột Lạt Hải Thành		
102	51456	102624	trap	to_funiushan	95	51968	117248	1	1	Kê Quán Động	Phục Ngưu Sơn		
103	63360	122752	trap	to_hanshangucha	89	59200	102400	1	1	Thục Cương Sơn	Hàn Sơn Cổ Sát		
103	57760	125696	trap	to_yangzhoufu	26	53344	98240	0		Thục Cương Sơn	Dương Châu Phủ		
103	51808	102688	trap	to_jianjudong	110	53696	103168	1	1	Thục Cương Sơn	Tiến Cúc Động		
104	49120	118688	trap	to_chengdufu	27	54432	99104	0		Kiếm Các Thục Đạo	Thành Đô Phủ		
104	58496	101344	trap	to_dasanguan	87	58144	126592	1	1	Kiếm Các Thục Đạo	Đại Tán Quan		
104	61824	116640	trap	to_jianmenguan	111	51776	113312	1	1	Kiếm Các Thục Đạo	Kiếm Môn Quan		
104	48960	108640	trap	to_xiangshuidong	97	62304	116448	1	1	Kiếm Các Thục Đạo	Hưởng Thủy Động		
105	44288	113856	trap	to_diancangshan	98	53376	105824	1	1	Hoàng Lăng Đoàn Thị	Điểm Thương Sơn		
106	51744	103200	trap	to_pengliguze	99	51744	102048	1	1	Cửu Nghi Khê	Bành Lãi Cổ Trạch		
106	57952	103328	trap	to_caishiji	92	60320	121216	1	1	Cửu Nghi Khê	Thái Thạch Cơ		
106	61952	106080	trap	to_linanfu	29	45952	133792	0		Cửu Nghi Khê	Lâm An Phủ		
106	51680	118848	trap	to_bangyuanmidong	113	61120	103136	1	1	Cửu Nghi Khê	Bang Nguyên Bí Động		
106	56864	122720	trap	to_wuyishan	120	49792	116320	1	1	Cửu Nghi Khê	Vũ Di Sơn		
107	63328	122752	trap	to_funiushan	95	51296	104800	1	1	Long Môn Thạch Quật	Phục Ngưu Sơn		
107	63872	109184	trap	to_bianjingfu	23	44896	102688	0		Long Môn Thạch Quật	Biện Kinh Phủ		
107	51040	104288	trap	to_fenglingdu	100	62816	118976	1	1	Long Môn Thạch Quật	Phong Lăng Độ		
107	63904	103072	trap	to_taihanggujing	86	57312	125024	1	1	Long Môn Thạch Quật	Thái Hành Cổ Kính		
107	51072	122944	trap	to_huashan	116	63136	115040	1	1	Long Môn Thạch Quật	Hoa Sơn		
108	53216	103104	trap	to_shamomigong	101	61024	111872	1	1	Hoàng Lăng Tây Hạ	Mê Cung Sa Mạc		
109	51136	113984	trap	to_hanshuigudu	88	62208	120480	1	1	Hoàng Hạc Lâu	Hán Thủy Cổ Độ		
109	61984	121888	trap	to_pengliguze	99	38688	92896	1	1	Hoàng Hạc Lâu	Bành Lãi Cổ Trạch		
109	61984	113120	trap	to_caishiji	92	50400	111776	1	1	Hoàng Hạc Lâu	Thái Thạch Cơ		
109	51104	104480	trap	to_funiushan	95	60000	124448	1	1	Hoàng Hạc Lâu	Phục Ngưu Sơn		
110	43872	104864	trap	to_daoxiangcun	4	56384	101152	0		Tiến Cúc Động	Đạo Hương Thôn		
110	53952	102848	trap	to_shugangshan	103	52000	102976	1	1	Tiến Cúc Động	Thục Cương Sơn		
110	42080	97536	trap	to_shugangmijing	117	56960	96992	1	1	Tiến Cúc Động	Thục Cương Bí Cảnh		
110	54368	92352	trap	to_liangshanpo	133	57248	119648	1	1	Tiến Cúc Động	Lương Sơn Bạc		
111	51200	104128	trap	to_dasanguan	87	62176	124992	1	1	Kiếm Môn Quan	Đại Tán Quan		
111	51392	113344	trap	to_jiangeshudao	104	61504	116416	1	1	Kiếm Môn Quan	Kiếm Các Thục Đạo		
111	62816	113536	trap	to_xiangyangfu	25	46464	94752	0		Kiếm Môn Quan	Tương Dương Phủ		
111	58240	102336	trap	to_afanggongfeixu	132	55488	123040	1	1	Kiếm Môn Quan	Tàn Tích Cung A Phòng		
112	61536	112768	trap	to_erhaimoyan	91	51712	105024	1	1	Thiên Long Tự	Nhĩ Hải Ma Nham		
112	55968	122976	trap	to_diancangshan	98	57184	103584	1	1	Thiên Long Tự	Điểm Thương Sơn		
113	60768	107808	trap	to_longquancun	7	44736	103200	0		Bang Nguyên Bí Động	Long Tuyền Thôn		
113	61280	102720	trap	to_jiuyixi	106	51808	119168	1	1	Bang Nguyên Bí Động	Cửu Nghi Khê		
114	61984	122624	trap	to_yunzhongzhen	1	44352	96096	0		Sắc Lặc Xuyên	Vân Trung Trấn		
114	59072	102432	trap	to_mobeicaoyuan	122	57504	120224	1	1	Sắc Lặc Xuyên	Mạc Bắc Thảo Nguyên		
114	51520	103168	trap	to_mengguwangting	130	60160	118176	1	1	Sắc Lặc Xuyên	Mông Cổ Vương Đình		
115	57536	103488	trap	to_longmenzhen	2	52832	102624	0		Gia Dụ Quan	Long Môn Trấn		
115	57344	99072	trap	to_juyanze	94	51648	117536	1	1	Gia Dụ Quan	Cư Diên Trạch		
115	45632	103104	trap	to_dunhuanggucheng	123	61696	107712	1	1	Gia Dụ Quan	Đôn Hoàng Cổ Thành		
115	56704	92160	trap	to_mengguwangting	130	50592	111136	1	1	Gia Dụ Quan	Mông Cổ Vương Đình		
115	46720	95200	trap	to_yueyaquan	131	55808	101600	1	1	Gia Dụ Quan	Nguyệt Nha Tuyền		
116	60512	122944	trap	to_yonglezhen	3	53600	97472	0		Hoa Sơn	Vĩnh Lạc Trấn		
116	63424	108608	trap	to_fenglingdu	100	51392	115872	1	1	Hoa Sơn	Phong Lăng Độ		
116	63424	115392	trap	to_longmenshiku	107	51392	122784	1	1	Hoa Sơn	Long Môn Thạch Quật		
116	50976	105920	trap	to_huosirenmu	124	55488	106432	1	1	Hoa Sơn	Hoạt Tử Nhân Mộ		
116	49696	119776	trap	to_afanggongfeixu	132	62368	101856	1	1	Hoa Sơn	Tàn Tích Cung A Phòng		
117	57696	105984	trap	to_daoxiangcun	4	54592	97888	0		Thục Cương Bí Cảnh	Đạo Hương Thôn		
117	44000	109152	trap	to_funiushan	95	59904	115072	1	1	Thục Cương Bí Cảnh	Phục Ngưu Sơn		
117	57248	96800	trap	to_jianjudong	110	42336	97792	1	1	Thục Cương Bí Cảnh	Tiến Cúc Động		
117	50112	93184	trap	to_dayutai	125	56000	123360	1	1	Thục Cương Bí Cảnh	Đại Vũ Đài		
117	56096	95680	trap	to_liangshanpo	133	50528	121888	1	1	Thục Cương Bí Cảnh	Lương Sơn Bạc		
118	50304	124960	trap	to_jiangjincun	5	54880	100000	0		Phong Đô Quỷ Thành	Giang Tân Thôn		
118	61152	109600	trap	to_sanxiazhandao	126	51200	125760	1	1	Phong Đô Quỷ Thành	Tam Hiệp Sạn Đạo		
118	59840	119392	trap	to_shennvfeng	134	50784	112864	1	1	Phong Đô Quỷ Thành	Thần Nữ Phong		
118	59104	122208	trap	to_yelangjiuxu	135	53248	106656	1	1	Phong Đô Quỷ Thành	Tàn Tích Dạ Lang		
119	48672	119648	trap	to_shiguzhen	6	53440	105632	0		Miêu Lĩnh	Thạch Cổ Trấn		
119	59488	114720	trap	to_chiyoudong	127	51360	103264	1	1	Miêu Lĩnh	Xi Vưu Động		
119	59808	105632	trap	to_taohuayuan	137	55456	123808	1	1	Miêu Lĩnh	Đào Hoa Nguyên		
119	48896	99296	trap	to_yelangjiuxu	135	56672	124672	1	1	Miêu Lĩnh	Tàn Tích Dạ Lang		
120	57568	104480	trap	to_longquancun	7	46848	110144	0		Vũ Di Sơn	Long Tuyền Thôn		
120	50144	123232	trap	to_suoyunyuan	128	61920	108992	1	1	Vũ Di Sơn	Tỏa Vân Uyên		
120	49216	116448	trap	to_jiuyixi	106	56768	121760	1	1	Vũ Di Sơn	Cửu Nghi Khê		
120	59520	125856	trap	to_gulangyu	136	49088	107680	1	1	Vũ Di Sơn	Cổ Lãng Dữ		
121	58144	107840	trap	to_balingxian	8	49792	106336	0		Vũ Lăng Sơn	Ba Lăng Huyện		
121	45440	104384	trap	to_fuliudong	129	60704	114752	1	1	Vũ Lăng Sơn	Phục Lưu Động		
121	56224	95360	trap	to_shennvfeng	134	50560	122016	1	1	Vũ Lăng Sơn	Thần Nữ Phong		
121	50624	115200	trap	to_taohuayuan	137	59136	104352	1	1	Vũ Lăng Sơn	Đào Hoa Nguyên		
122	57504	120960	trap	to_chilechuan	114	58848	102848	1	1	Mạc Bắc Thảo Nguyên	Sắc Lặc Xuyên		
122	51680	114240	trap	to_mengguwangting	130	59712	106656	1	1	Mạc Bắc Thảo Nguyên	Mông Cổ Vương Đình		
123	60928	125440	trap	to_longmenzhen	2	52416	106336	0		Đôn Hoàng Cổ Thành	Long Môn Trấn		
123	62272	107456	trap	to_jiayuguan	115	45856	102560	1	1	Đôn Hoàng Cổ Thành	Gia Dụ Quan		
123	52832	120800	trap	to_yueyaquan	131	62368	107520	1	1	Đôn Hoàng Cổ Thành	Nguyệt Nha Tuyền		
124	55904	106944	trap	to_huashan	116	51392	106112	1	1	Hoạt Tử Nhân Mộ	Hoa Sơn		
125	55904	124064	trap	to_shugangmijing	117	50208	93696	1	1	Đại Vũ Đài	Thục Cương Bí Cảnh		
125	63392	112288	trap	to_liangshanpo	133	50592	112064	1	1	Đại Vũ Đài	Lương Sơn Bạc		
126	48160	115072	trap	to_jiangjincun	5	54752	98272	0		Tam Hiệp Sạn Đạo	Giang Tân Thôn		
126	50944	126400	trap	to_fengduguicheng	118	60896	109920	1	1	Tam Hiệp Sạn Đạo	Phong Đô Quỷ Thành		
126	64448	106784	trap	to_shennvfeng	134	51968	103552	1	1	Tam Hiệp Sạn Đạo	Thần Nữ Phong		
127	51104	103008	trap	to_miaoling	119	59392	115072	1	1	Xi Vưu Động	Miêu Lĩnh		
128	62304	108864	trap	to_wuyishan	120	50272	122848	1	1	Tỏa Vân Uyên	Vũ Di Sơn		
128	62496	121600	trap	to_gulangyu	136	49568	111808	1	1	Tỏa Vân Uyên	Cổ Lãng Dữ		
128	50880	116128	trap	to_taohuayuan	137	64416	115040	1	1	Tỏa Vân Uyên	Đào Hoa Nguyên		
128	61792	100384	trap	to_tianwangbang	22	51040	103008	0		Tỏa Vân Uyên	Thiên Vương Bang		
129	61024	114816	trap	to_wulingshan	121	45792	104480	1	1	Phục Lưu Động	Vũ Lăng Sơn		
129	58112	119072	trap	to_taohuayuan	137	53408	109984	1	1	Phục Lưu Động	Đào Hoa Nguyên		
129	50880	111520	trap	to_yelangjiuxu	135	64224	111040	1	1	Phục Lưu Động	Tàn Tích Dạ Lang		
130	60352	118688	trap	to_chilechuan	114	51968	103232	1	1	Mông Cổ Vương Đình	Sắc Lặc Xuyên		
130	50144	111360	trap	to_jiayuguan	115	56576	92544	1	1	Mông Cổ Vương Đình	Gia Dụ Quan		
130	51264	119776	trap	to_juyanze	94	63168	103904	1	1	Mông Cổ Vương Đình	Cư Diên Trạch		
130	60128	106464	trap	to_mobeicaoyuan	122	52128	114496	1	1	Mông Cổ Vương Đình	Mạc Bắc Thảo Nguyên		
130	53664	119744	trap	to_shamomigong	101	60992	105344	1	1	Mông Cổ Vương Đình	Mê Cung Sa Mạc		
130	56960	119264	trap	to_samanjiao	11	49344	99520	0		Mông Cổ Vương Đình	Tát Mãn Giáo		
131	62592	116000	trap	to_longmenzhen	2	53376	110016	0		Nguyệt Nha Tuyền	Long Môn Trấn		
131	62848	107424	trap	to_dunhuanggucheng	123	53152	120256	1	1	Nguyệt Nha Tuyền	Đôn Hoàng Cổ Thành		
131	56256	100864	trap	to_jiayuguan	115	47008	95488	1	1	Nguyệt Nha Tuyền	Gia Dụ Quan		
131	56736	119808	trap	to_kunlunpai	12	50880	97312	0		Nguyệt Nha Tuyền	Côn Lôn Phái		
132	63392	120704	trap	to_yonglezhen	3	49376	99808	0		Tàn Tích Cung A Phòng	Vĩnh Lạc Trấn		
132	62688	101344	trap	to_huashan	116	50048	119552	1	1	Tàn Tích Cung A Phòng	Hoa Sơn		
132	55456	123744	trap	to_jianmenguan	111	58336	102848	1	1	Tàn Tích Cung A Phòng	Kiếm Môn Quan		
132	49760	112320	trap	to_dasanguan	87	62240	114144	1	1	Tàn Tích Cung A Phòng	Đại Tán Quan		
132	49920	102080	trap	to_xixiayipintang	13	56608	110336	0		Tàn Tích Cung A Phòng	Tây Hạ Nhất Phẩm Đường		
133	50144	112000	trap	to_dayutai	125	63136	112608	1	1	Lương Sơn Bạc	Đại Vũ Đài		
133	56928	120416	trap	to_jianjudong	110	54112	92704	1	1	Lương Sơn Bạc	Tiến Cúc Động		
133	50112	122016	trap	to_shugangmijing	117	55968	95968	1	1	Lương Sơn Bạc	Thục Cương Bí Cảnh		
133	50016	105568	trap	to_tianrenjiao	10	58112	118752	0		Lương Sơn Bạc	Thiên Nhẫn Giáo		
134	50304	112896	trap	to_fengduguicheng	118	59552	119616	1	1	Thần Nữ Phong	Phong Đô Quỷ Thành		
134	56800	101472	trap	to_hanshuigudu	88	53248	123616	1	1	Thần Nữ Phong	Hán Thủy Cổ Độ		
134	51520	103008	trap	to_sanxiazhandao	126	64064	106624	1	1	Thần Nữ Phong	Tam Hiệp Sạn Đạo		
134	50272	122624	trap	to_wulingshan	121	56128	95744	1	1	Thần Nữ Phong	Vũ Lăng Sơn		
135	50880	117888	trap	to_shiguzhen	6	56000	103072	0		Tàn Tích Dạ Lang	Thạch Cổ Trấn		
135	64544	123808	trap	to_taohuayuan	137	51616	115264	1	1	Tàn Tích Dạ Lang	Đào Hoa Nguyên		
135	64544	110976	trap	to_fuliudong	129	51200	111936	1	1	Tàn Tích Dạ Lang	Phục Lưu Động		
135	56640	125408	trap	to_miaoling	119	49056	99744	1	1	Tàn Tích Dạ Lang	Miêu Lĩnh		
135	53216	105952	trap	to_fengduguicheng	118	58880	121600	1	1	Tàn Tích Dạ Lang	Phong Đô Quỷ Thành		
136	48608	107200	trap	to_wuyishan	120	59296	125632	1	1	Cổ Lãng Dữ	Vũ Di Sơn		
136	49184	112192	trap	to_suoyunyuan	128	62144	120896	1	1	Cổ Lãng Dữ	Tỏa Vân Uyên		
136	50368	101024	trap	to_changgemen	21	49600	110848	0		Cổ Lãng Dữ	Trường Ca Môn		
137	52960	109824	trap	to_fuliudong	129	57792	118496	1	1	Đào Hoa Nguyên	Phục Lưu Động		
137	55168	124480	trap	to_miaoling	119	59552	105728	1	1	Đào Hoa Nguyên	Miêu Lĩnh		
137	64800	115520	trap	to_suoyunyuan	128	51264	115808	1	1	Đào Hoa Nguyên	Tỏa Vân Uyên		
137	59264	103712	trap	to_wulingshan	121	50624	114816	1	1	Đào Hoa Nguyên	Vũ Lăng Sơn		
137	51200	115712	trap	to_yelangjiuxu	135	64416	123008	1	1	Đào Hoa Nguyên	Tàn Tích Dạ Lang		
224	46784	104768	trap	to_balingxian	8	57600	114016	0		Minh Giáo	Ba Lăng Huyện		
224	56672	102944	trap	to_nanyibuluo	54	51584	106688	1	1	Minh Giáo	Bộ Lạc Nam Di		
255	54336	103616	trap	to_xisuidaoshandong	256	50816	102304	1		Tẩy Tủy Đảo	Tẩy Tủy Đảo Sơn Động		
256	50560	102464	trap	to_xisuidao	255	54208	103840	0		Tẩy Tủy Đảo Sơn Động	Tẩy Tủy Đảo		
101	57824	117664	task	to_lvdian	543	51360	102048	1		Mê Cung Sa Mạc	Quán trọ		
543	51520	102080	task	to_exit543	101	57888	117696	1		Quán trọ	Mê Cung Sa Mạc		
101	56416	104320	task	to_chalahan	544	52256	103648	1		Mê Cung Sa Mạc	Nhất Phẩm Đường Binh Doanh		
544	52384	103680	task	to_exit544	101	56512	104576	1		Nhất Phẩm Đường Binh Doanh	Mê Cung Sa Mạc		
104	57312	112704	task	to_wude	535	51328	102016	1		Kiếm Các Thục Đạo	Ngô Đức		
535	51488	102048	task	to_exit535	104	57408	112864	1		Ngô Đức	Kiếm Các Thục Đạo		
104	60736	106208	task	to_tangshi	536	48864	100032	0		Kiếm Các Thục Đạo	Ngô Hy		
536	48800	100128	task	to_exit536	104	60608	106272	1		Ngô Hy	Kiếm Các Thục Đạo		
104	61760	105856	task	to_tangque	538	48864	100032	0		Kiếm Các Thục Đạo	Phòng Khách		
538	48800	100096	task	to_exit538	104	61664	105952	1		Phòng Khách	Kiếm Các Thục Đạo		
104	51552	113952	task	to_xinshi	539	51360	102048	1		Kiếm Các Thục Đạo	Sơn Hổ Lương Thiên		
104	61760	105856	task	to_tangque	537	48864	100032	0		Kiếm Các Thục Đạo	Phòng Khách		
537	48800	100096	task	to_exit537	104	61664	105952	1		Phòng Khách	Kiếm Các Thục Đạo		
539	51488	102112	task	to_exit539	104	51584	114080	1		Sơn Hổ Lương Thiên	Kiếm Các Thục Đạo		
106	51456	114144	task	to_hanzhongqiushi	540	51808	103008	0		Cửu Nghi Khê	Hàn Trung		
540	51904	103104	task	to_exit540	106	51584	114304	1		Hàn Trung	Cửu Nghi Khê		
106	51488	115200	task	to_qianbingchengfang	541	51520	102944	1		Cửu Nghi Khê	Tiền Bỉnh Thành		
541	51456	103072	task	to_exit541	106	51424	115328	1		Tiền Bỉnh Thành	Cửu Nghi Khê		
106	51904	115264	task	to_zhuguanfang	542	51360	102080	1		Cửu Nghi Khê	Tống Đông Lai		
542	51392	102240	task	to_exit542	106	52064	115456	1		Tống Đông Lai	Cửu Nghi Khê		
29	50432	121888	task	to_zhaoruyu	515	49760	99808	0		Lâm An	Triệu Nhữ Nhu		
515	49824	99872	task	to_exit515	29	50592	122176	0		Triệu Nhữ Nhu	Lâm An		
29	45184	126720	task	to_hantuozhou	516	49760	99808	0		Lâm An	Hàn Thác Trụ		
516	49824	99872	task	to_exit516	29	45280	126816	0		Hàn Thác Trụ	Lâm An		
29	45760	126656	task	to_xiaoman	517	48896	100000	0		Lâm An	Gian bên Hàn Thác Trụ		
517	48800	100096	task	to_exit517	29	45696	126816	0		Gian bên Hàn Thác Trụ	Lâm An		
29	52544	123648	task	to_sufang	522	50624	102784	0		Lâm An	Tô Phóng Tri Xuân Đài		
29	52992	123616	task	to_sufang	478	51552	103168	0		Lâm An	Ô Tiểu Long Tri Xuân Đài		
522	50528	102912	task	to_exit522	29	52480	123776	0		Tô Phóng Tri Xuân Đài	Lâm An		
478	51392	103328	task	zhichuntai2linanfu	29	53024	123712	0		Ô Tiểu Long Tri Xuân Đài	Lâm An		
29	46208	124416	task	to_lingyinsi	524	52448	103872	1		Lâm An	Linh Ẩn Tự		
524	52544	104128	task	to_exit524	29	46272	124672	0		Linh Ẩn Tự	Lâm An		
518	50528	102912	task	to_exit518	29	47680	120384	0		Tẩm Cung Hoàng Thượng	Lâm An		
519	50528	102912	task	to_exit529	29	47680	120384	0		Tẩm Cung Thái Hậu	Lâm An		
520	50528	102912	task	to_exit520	29	47680	120384	0		Tẩm Cung Thái Hậu	Lâm An		
521	50528	102912	task	to_exit521	29	47680	120384	0		Tẩm Cung Thái Hậu	Lâm An		
523	50432	104576	task	to_exit523	29	46240	117440	0		Hoàng Cung Đại Điện	Lâm An		
87	61472	106272	task	to_jianzhong	513	50496	103744	1		Đại Tán Quan	Thiên Quỳnh Cung		
513	50400	103904	task	to_exit513	87	61344	106336	1		Thiên Quỳnh Cung	Đại Tán Quan		
513	51680	98816	task	to_tianwaitian	514	51552	103232	0		Thiên Quỳnh Cung	Thiên Ngoại Thiên		
514	51616	103360	task	to_exit514	513	51808	98976	1		Thiên Ngoại Thiên	Thiên Quỳnh Cung		
88	52160	118528	task	to_gaibangfenduo1	504	51360	102048	1		Hán Thủy Cổ Độ	Phân Đà Cái Bang		
504	51552	102112	task	to_exit504	88	52192	118560	1		Phân Đà Cái Bang	Hán Thủy Cổ Độ		
88	53440	121440	task	to_gaibangfenduo3	505	50880	102656	1		Hán Thủy Cổ Độ	Mật Đạo Cái Bang		
505	50784	102816	task	to_exit505	88	53376	121440	1		Mật Đạo Cái Bang	Hán Thủy Cổ Độ		
88	55712	107104	task	to_junyingneibu	509	52256	103648	1		Hán Thủy Cổ Độ	Soái Trướng Hổ Thị		
509	52352	103776	task	to_exit509	88	55808	107296	1		Soái Trướng Hổ Thị	Hán Thủy Cổ Độ		
88	54560	111424	task	to_kouruixiaowu	501	51520	102944	1		Hán Thủy Cổ Độ	Nhà tranh		
501	51424	103072	task	to_exit501	88	54592	111488	1		Nhà tranh	Hán Thủy Cổ Độ		
88	54560	111424	task	to_kouruixiaowu	502	51552	102912	1		Hán Thủy Cổ Độ	Nhà tranh		
502	51424	103072	task	to_exit502	88	54592	111488	1		Nhà tranh	Hán Thủy Cổ Độ		
88	60352	122528	task	to_shanshenmiao	506	51776	101056	1		Hán Thủy Cổ Độ	Long Vương Miếu		
506	51680	101152	task	to_exit506	88	60192	122656	1		Long Vương Miếu	Hán Thủy Cổ Độ		
88	60352	122528	task	to_shanshenmiao	507	51840	101024	1		Hán Thủy Cổ Độ	Long Vương Miếu		
507	51680	101152	task	to_exit507	88	60192	122656	1		Long Vương Miếu	Hán Thủy Cổ Độ		
88	61152	115904	task	to_yusoujia	503	51424	102656	1		Hán Thủy Cổ Độ	Ẩn Sở		
503	51328	102848	task	to_exit503	88	61088	115968	1		Ẩn Sở	Hán Thủy Cổ Độ		
88	59200	102624	task	to_zeixue	508	51616	103584	1		Hán Thủy Cổ Độ	Sơn Động		
508	51808	103808	task	to_exit508	88	59296	102720	1		Sơn Động	Hán Thủy Cổ Độ		
90	60928	100960	task	to_mayigu	511	50496	103168	0		Cán Hoa Khê	Phi Long Cốc		
511	50336	103392	task	to_exit511	90	60800	101152	1		Phi Long Cốc	Cán Hoa Khê		
90	54464	113280	task	to_danqingsheng	510	51360	102048	1		Cán Hoa Khê	Nhà Ẩn Giả		
510	51456	102208	task	to_exit510	90	54400	113440	1		Nhà Ẩn Giả	Cán Hoa Khê		
511	52768	102144	task	to_feilongzhen	512	51520	102880	1		Phi Long Cốc	Phi Long Trận		
512	51328	103104	task	to_exit511	511	52608	102272	1		Phi Long Trận	Phi Long Cốc		
94	55776	122432	task	to_liangxianglin	527	51200	103584	1		Cư Diên Trạch	Quân Doanh Lương Hạng Lâm		
527	51072	103680	task	to_exit527	94	55584	122560	1		Quân Doanh Lương Hạng Lâm	Cư Diên Trạch		
94	61664	104160	task	to_dufang	525	51552	103168	1		Cư Diên Trạch	Sòng bạc		
525	51424	103392	task	to_exit525	94	61600	104352	1		Sòng bạc	Cư Diên Trạch		
94	59776	111712	task	to_lubing	526	51808	103008	1		Cư Diên Trạch	Quân doanh		
526	51872	103104	task	to_exit526	94	59904	111552	1		Quân doanh	Cư Diên Trạch		
527	51616	102368	task	to_mishi	528	52224	103648	1		Lương Hạng Lâm Quân Doanh	Mật Thất		
528	52320	103776	task	to_exit528	527	51584	102560	1		Mật Thất	Lương Hạng Lâm Quân Doanh		
95	58080	122304	task	to_fotang	529	51328	101984	1		Phục Ngưu Sơn	Phục Ngưu Sơn Trang		
529	51520	102144	task	to_exit529	95	58240	122432	1		Phục Ngưu Sơn Trang	Phục Ngưu Sơn		
99	44096	85248	task	to_heilongtan	530	50944	105696	1		Bành Lãi Cổ Trạch	Hắc Long Đàm		
530	50752	105856	task	to_exit530	99	43936	85408	1		Hắc Long Đàm	Bành Lãi Cổ Trạch		
98	58368	118144	task	to_shanzhai	531	51360	102016	1		Điểm Thương Sơn	Sơn Trại		
531	51456	102208	task	to_exit531	98	58496	118272	1		Sơn Trại	Điểm Thương Sơn		
98	58368	118144	task	to_shanzhai	532	51360	102048	1		Điểm Thương Sơn	Sơn Trại		
532	51488	102208	task	to_exit532	98	58496	118272	1		Sơn Trại	Điểm Thương Sơn		
